,bigairspace,airspace,block,wkt,lowerlevel,upperlevel
99,Airspace_LEBL1FIW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
98,Airspace_LEBL14N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
106,Airspace_LEBLD1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
96,Airspace_LEBL134W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
94,Airspace_LEBL12XN_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
95,Airspace_LEBL134N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
82,Airspace_LEBL14W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
83,Airspace_LEBLT1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
84,Airspace_LEBLCORE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
86,Airspace_LEBL123E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
87,Airspace_LEBL124E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
85,Airspace_LEBLTMA_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
89,Airspace_LEBL12E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
90,Airspace_LEBL12FXW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
91,Airspace_LEBL12N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
92,Airspace_LEBL12W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
93,Airspace_LEBL12XE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
88,Airspace_LEBL124N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
131,Airspace_LEBL5JE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
127,Airspace_LEBL14N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
128,Airspace_LEBL1FIW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
129,Airspace_LEBL1XW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
130,Airspace_LEBL5AW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
133,Airspace_LEBLALL_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
126,Airspace_LEBL14E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
135,Airspace_LEBLD1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
136,Airspace_LEBLF1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
137,Airspace_LEBLT1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
138,Airspace_LEBLT1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
139,Airspace_LETOT_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
134,Airspace_LEBLD1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
125,Airspace_LEBL134W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
132,Airspace_LEBL6W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
123,Airspace_LEBL12XN_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
112,Airspace_LEBLT1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
113,Airspace_LEBLCORE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
114,Airspace_LEBLTMA_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
115,Airspace_LEBL123E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
116,Airspace_LEBL124E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
117,Airspace_LEBL124N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
111,Airspace_LEBL14W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
118,Airspace_LEBL12E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
119,Airspace_LEBL12FXW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
120,Airspace_LEBL12N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
121,Airspace_LEBL12W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
122,Airspace_LEBL12XE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
124,Airspace_LEBL134N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_076LE,"POLYGON ((2.09777777777778 41.2966666666667, 2.09777777777778 41.5808333333333, 2.5675 41.5808333333333, 2.5675 41.2966666666667, 2.09777777777778 41.2966666666667))",1981.2,5943.6
155,Airspace_LEBL2FN_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
156,Airspace_LEBL2XE_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
158,Airspace_LEBL2XW_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
159,Airspace_LEBL5AW_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
160,Airspace_LEBL5JE_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
163,Airspace_LEBLT2E_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
162,Airspace_LEBLALL_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
164,Airspace_LEBLT2N_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
165,Airspace_LEBLT2W_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
166,Airspace_LETOT_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
154,Airspace_LEBL2FIW_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
161,Airspace_LEBL6W_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
153,Airspace_LEBL23W_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
157,Airspace_LEBL2XN_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
151,Airspace_LEBL23E_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
152,Airspace_LEBL23FW_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
140,Airspace_LEBLCORE_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
141,Airspace_LEBLTMA_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
142,Airspace_LEBL123E_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
144,Airspace_LEBL124N_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
145,Airspace_LEBL12E_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
143,Airspace_LEBL124E_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
147,Airspace_LEBL12N_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
148,Airspace_LEBL12W_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
149,Airspace_LEBL12XE_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
150,Airspace_LEBL12XN_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
146,Airspace_LEBL12FXW_411,Airspace_LEBLBL2_411,Airblock_LEBLBL2_065LE,"POLYGON ((2.09777777777778 41.1325, 2.09777777777778 41.4630555555556, 2.59027777777778 41.4630555555556, 2.59027777777778 41.1325, 2.09777777777778 41.1325))",1981.2,5943.6
176,Airspace_LEBL4DW_411,Airspace_LEBLDDN_411,Airblock_LEBLDDN_456LE,"POLYGON ((-0.616666666666667 41.1166666666667, -0.616666666666667 42.1, 0.216666666666667 42.1, 0.216666666666667 41.1166666666667, -0.616666666666667 41.1166666666667))",7467.6,9296.4
181,Airspace_LETOT_411,Airspace_LEBLDDN_411,Airblock_LEBLDDN_456LE,"POLYGON ((-0.616666666666667 41.1166666666667, -0.616666666666667 42.1, 0.216666666666667 42.1, 0.216666666666667 41.1166666666667, -0.616666666666667 41.1166666666667))",7467.6,9296.4
180,Airspace_LECGO12_411,Airspace_LEBLDDN_411,Airblock_LEBLDDN_456LE,"POLYGON ((-0.616666666666667 41.1166666666667, -0.616666666666667 42.1, 0.216666666666667 42.1, 0.216666666666667 41.1166666666667, -0.616666666666667 41.1166666666667))",7467.6,9296.4
179,Airspace_LEBLDDX_411,Airspace_LEBLDDN_411,Airblock_LEBLDDN_456LE,"POLYGON ((-0.616666666666667 41.1166666666667, -0.616666666666667 42.1, 0.216666666666667 42.1, 0.216666666666667 41.1166666666667, -0.616666666666667 41.1166666666667))",7467.6,9296.4
178,Airspace_LEBLDDI_411,Airspace_LEBLDDN_411,Airblock_LEBLDDN_456LE,"POLYGON ((-0.616666666666667 41.1166666666667, -0.616666666666667 42.1, 0.216666666666667 42.1, 0.216666666666667 41.1166666666667, -0.616666666666667 41.1166666666667))",7467.6,9296.4
177,Airspace_LEBLALL_411,Airspace_LEBLDDN_411,Airblock_LEBLDDN_456LE,"POLYGON ((-0.616666666666667 41.1166666666667, -0.616666666666667 42.1, 0.216666666666667 42.1, 0.216666666666667 41.1166666666667, -0.616666666666667 41.1166666666667))",7467.6,9296.4
