,bigairspace,airspace,block,wkt,lowerlevel,upperlevel
0,Airspace_LEABTMA_411,Airspace_LEABTA_411,Airblock_LEABTA_249LE,"POLYGON ((-2.99166666666667 39, -2.99166666666667 39.4055555555556, -1.39444444444444 39.4055555555556, -1.39444444444444 39, -2.99166666666667 39))",0.0,7467.6
1,Airspace_LETOT_411,Airspace_LEABTA_411,Airblock_LEABTA_249LE,"POLYGON ((-2.99166666666667 39, -2.99166666666667 39.4055555555556, -1.39444444444444 39.4055555555556, -1.39444444444444 39, -2.99166666666667 39))",0.0,7467.6
2,Airspace_LEAMTMA_411,Airspace_LEAMTA_411,Airblock_LEAMTA_650LE,"POLYGON ((-2.84083333333333 36.4166666666667, -2.84083333333333 37.2997222222222, -1.77222222222222 37.2997222222222, -1.77222222222222 36.4166666666667, -2.84083333333333 36.4166666666667))",0.0,4419.6
3,Airspace_LETOT_411,Airspace_LEAMTA_411,Airblock_LEAMTA_650LE,"POLYGON ((-2.84083333333333 36.4166666666667, -2.84083333333333 37.2997222222222, -1.77222222222222 37.2997222222222, -1.77222222222222 36.4166666666667, -2.84083333333333 36.4166666666667))",0.0,4419.6
4,Airspace_LEAMTMA_411,Airspace_LEAMTA_411,Airblock_LEAMTA_651LE,"POLYGON ((-1.83333333333333 36.85, -1.83333333333333 37.09, -1.67416666666667 37.09, -1.67416666666667 36.85, -1.83333333333333 36.85))",0.0,4419.6
5,Airspace_LETOT_411,Airspace_LEAMTA_411,Airblock_LEAMTA_651LE,"POLYGON ((-1.83333333333333 36.85, -1.83333333333333 37.09, -1.67416666666667 37.09, -1.67416666666667 36.85, -1.83333333333333 36.85))",0.0,4419.6
6,Airspace_LEAMTMA_411,Airspace_LEAMTA_411,Airblock_LEAMTA_652LE,"POLYGON ((-1.86111111111111 36.7138888888889, -1.86111111111111 36.85, -1.67416666666667 36.85, -1.67416666666667 36.7138888888889, -1.86111111111111 36.7138888888889))",0.0,4419.6
7,Airspace_LETOT_411,Airspace_LEAMTA_411,Airblock_LEAMTA_652LE,"POLYGON ((-1.86111111111111 36.7138888888889, -1.86111111111111 36.85, -1.67416666666667 36.85, -1.67416666666667 36.7138888888889, -1.86111111111111 36.7138888888889))",0.0,4419.6
9,Airspace_LETOT_411,Airspace_LEAMTA_411,Airblock_LEAMTA_653LE,"POLYGON ((-1.92361111111111 36.4530555555556, -1.92361111111111 36.7761111111111, -1.69944444444444 36.7761111111111, -1.69944444444444 36.4530555555556, -1.92361111111111 36.4530555555556))",0.0,4419.6
8,Airspace_LEAMTMA_411,Airspace_LEAMTA_411,Airblock_LEAMTA_653LE,"POLYGON ((-1.92361111111111 36.4530555555556, -1.92361111111111 36.7761111111111, -1.69944444444444 36.7761111111111, -1.69944444444444 36.4530555555556, -1.92361111111111 36.4530555555556))",0.0,4419.6
10,Airspace_LEASTMA_411,Airspace_LEASTA_411,Airblock_LEASTA_210LE,"POLYGON ((-6.68972222222222 43.4302777777778, -6.68972222222222 44.0327777777778, -6.14805555555556 44.0327777777778, -6.14805555555556 43.4302777777778, -6.68972222222222 43.4302777777778))",0.0,4724.400000000001
11,Airspace_LETOT_411,Airspace_LEASTA_411,Airblock_LEASTA_210LE,"POLYGON ((-6.68972222222222 43.4302777777778, -6.68972222222222 44.0327777777778, -6.14805555555556 44.0327777777778, -6.14805555555556 43.4302777777778, -6.68972222222222 43.4302777777778))",0.0,4724.400000000001
12,Airspace_LEASTMA_411,Airspace_LEASTA_411,Airblock_LEASTA_221LE,"POLYGON ((-6.67111111111111 43.05, -6.67111111111111 44.0544444444444, -5.31027777777778 44.0544444444444, -5.31027777777778 43.05, -6.67111111111111 43.05))",0.0,4724.400000000001
13,Airspace_LETOT_411,Airspace_LEASTA_411,Airblock_LEASTA_221LE,"POLYGON ((-6.67111111111111 43.05, -6.67111111111111 44.0544444444444, -5.31027777777778 44.0544444444444, -5.31027777777778 43.05, -6.67111111111111 43.05))",0.0,4724.400000000001
14,Airspace_LEBBTMA_411,Airspace_LEBBTA_411,Airblock_LEBBTA_223LE,"POLYGON ((-2.52972222222222 42.9666666666667, -2.52972222222222 43.4313888888889, -2.12722222222222 43.4313888888889, -2.12722222222222 42.9666666666667, -2.52972222222222 42.9666666666667))",0.0,4419.6
15,Airspace_LETOT_411,Airspace_LEBBTA_411,Airblock_LEBBTA_223LE,"POLYGON ((-2.52972222222222 42.9666666666667, -2.52972222222222 43.4313888888889, -2.12722222222222 43.4313888888889, -2.12722222222222 42.9666666666667, -2.52972222222222 42.9666666666667))",0.0,4419.6
17,Airspace_LETOT_411,Airspace_LEBBTA_411,Airblock_LEBBTA_225LE,"POLYGON ((-2.61777777777778 42.8038888888889, -2.61777777777778 43.0116666666667, -2.08833333333333 43.0116666666667, -2.08833333333333 42.8038888888889, -2.61777777777778 42.8038888888889))",2895.6000000000004,4419.6
16,Airspace_LEBBTMA_411,Airspace_LEBBTA_411,Airblock_LEBBTA_225LE,"POLYGON ((-2.61777777777778 42.8038888888889, -2.61777777777778 43.0116666666667, -2.08833333333333 43.0116666666667, -2.08833333333333 42.8038888888889, -2.61777777777778 42.8038888888889))",2895.6000000000004,4419.6
19,Airspace_LETOT_411,Airspace_LEBBTA_411,Airblock_LEBBTA_601LE,"POLYGON ((-3.10555555555556 42.8094444444444, -3.10555555555556 43.0833333333333, -2.52972222222222 43.0833333333333, -2.52972222222222 42.8094444444444, -3.10555555555556 42.8094444444444))",2895.6000000000004,4419.6
18,Airspace_LEBBTMA_411,Airspace_LEBBTA_411,Airblock_LEBBTA_601LE,"POLYGON ((-3.10555555555556 42.8094444444444, -3.10555555555556 43.0833333333333, -2.52972222222222 43.0833333333333, -2.52972222222222 42.8094444444444, -3.10555555555556 42.8094444444444))",2895.6000000000004,4419.6
20,Airspace_LEBBTMA_411,Airspace_LEBBTA_411,Airblock_LEBBTA_602LE,"POLYGON ((-3.44361111111111 42.81, -3.44361111111111 43.6833333333333, -2.315 43.6833333333333, -2.315 42.81, -3.44361111111111 42.81))",0.0,4419.6
21,Airspace_LETOT_411,Airspace_LEBBTA_411,Airblock_LEBBTA_602LE,"POLYGON ((-3.44361111111111 42.81, -3.44361111111111 43.6833333333333, -2.315 43.6833333333333, -2.315 42.81, -3.44361111111111 42.81))",0.0,4419.6
22,Airspace_LEBBTMA_411,Airspace_LEBBTA_411,Airblock_LEBBTA_606LE,"POLYGON ((-2.94944444444444 42.8083333333333, -2.94944444444444 42.8383333333333, -2.61777777777778 42.8383333333333, -2.61777777777778 42.8083333333333, -2.94944444444444 42.8083333333333))",2895.6000000000004,4419.6
23,Airspace_LETOT_411,Airspace_LEBBTA_411,Airblock_LEBBTA_606LE,"POLYGON ((-2.94944444444444 42.8083333333333, -2.94944444444444 42.8383333333333, -2.61777777777778 42.8383333333333, -2.61777777777778 42.8083333333333, -2.94944444444444 42.8083333333333))",2895.6000000000004,4419.6
41,Airspace_LEBL1FIW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
42,Airspace_LEBL1XW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
43,Airspace_LEBL5AW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
44,Airspace_LEBL5JE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
45,Airspace_LEBL6W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
46,Airspace_LEBLALL_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
48,Airspace_LEBLD1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
40,Airspace_LEBL14N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
49,Airspace_LEBLF1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
50,Airspace_LEBLT1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
51,Airspace_LEBLT1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
52,Airspace_LETOT_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
47,Airspace_LEBLD1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
39,Airspace_LEBL14E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
33,Airspace_LEBL12N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
37,Airspace_LEBL134N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
38,Airspace_LEBL134W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
25,Airspace_LEBLT1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
26,Airspace_LEBLCORE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
27,Airspace_LEBLTMA_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
28,Airspace_LEBL123E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
29,Airspace_LEBL124E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
24,Airspace_LEBL14W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
31,Airspace_LEBL12E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
32,Airspace_LEBL12FXW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
34,Airspace_LEBL12W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
35,Airspace_LEBL12XE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
36,Airspace_LEBL12XN_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
30,Airspace_LEBL124N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_053LE,"POLYGON ((1.85638888888889 41.4630555555556, 1.85638888888889 41.8480555555556, 2.84083333333333 41.8480555555556, 2.84083333333333 41.4630555555556, 1.85638888888889 41.4630555555556))",0.0,5943.6
70,Airspace_LEBL1FIW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
71,Airspace_LEBL1XW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
72,Airspace_LEBL5AW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
73,Airspace_LEBL5JE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
74,Airspace_LEBL6W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
75,Airspace_LEBLALL_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
78,Airspace_LEBLF1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
77,Airspace_LEBLD1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
79,Airspace_LEBLT1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
80,Airspace_LEBLT1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
81,Airspace_LETOT_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
69,Airspace_LEBL14N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
76,Airspace_LEBLD1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
68,Airspace_LEBL14E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
62,Airspace_LEBL12N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
66,Airspace_LEBL134N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
54,Airspace_LEBLT1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
55,Airspace_LEBLCORE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
56,Airspace_LEBLTMA_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
57,Airspace_LEBL123E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
58,Airspace_LEBL124E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
59,Airspace_LEBL124N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
53,Airspace_LEBL14W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
61,Airspace_LEBL12FXW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
60,Airspace_LEBL12E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
65,Airspace_LEBL12XN_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
67,Airspace_LEBL134W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
63,Airspace_LEBL12W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
64,Airspace_LEBL12XE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_054LE,"POLYGON ((2.50416666666667 41.6713888888889, 2.50416666666667 41.9577777777778, 3.00638888888889 41.9577777777778, 3.00638888888889 41.6713888888889, 2.50416666666667 41.6713888888889))",2590.8,5943.6
97,Airspace_LEBL14E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
109,Airspace_LEBLT1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
108,Airspace_LEBLT1N_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
107,Airspace_LEBLF1W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
110,Airspace_LETOT_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
105,Airspace_LEBLD1E_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
104,Airspace_LEBLALL_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
103,Airspace_LEBL6W_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
102,Airspace_LEBL5JE_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
101,Airspace_LEBL5AW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
100,Airspace_LEBL1XW_411,Airspace_LEBLBL1_411,Airblock_LEBLBL1_073LE,"POLYGON ((1.88277777777778 41.2966666666667, 1.88277777777778 41.6469444444444, 2.18694444444444 41.6469444444444, 2.18694444444444 41.2966666666667, 1.88277777777778 41.2966666666667))",3200.4,5943.6
